Iteration Per Action,Score,Chosen element number,Percentile
8,5180,4,40
8,6688,4,40
8,9504,4,40
8,2484,4,40
8,6260,4,40
8,3276,4,40
8,11660,4,40
8,6632,4,40
8,3008,4,40
8,4964,4,40
8,11456,4,40
8,5864,4,40
8,10800,4,40
8,11496,4,40
8,2200,4,40
8,2900,4,40
8,6236,4,40
8,12932,4,40
8,6476,4,40
8,5936,4,40
8,10928,4,40
8,6372,4,40
8,11440,4,40
8,7000,4,40
8,5792,4,40
8,11340,4,40
8,6356,4,40
8,3196,4,40
8,6588,4,40
8,2976,4,40
8,10940,4,40
8,6720,4,40
8,11864,4,40
8,6464,4,40
8,2828,4,40
8,6644,4,40
8,6800,4,40
8,2840,4,40
8,5652,4,40
8,4816,4,40
8,976,4,40
8,6300,4,40
8,6672,4,40
8,6300,4,40
8,6804,4,40
8,12432,4,40
8,3124,4,40
8,5052,4,40
8,6552,4,40
8,9704,4,40
8,1368,4,40
8,2116,4,40
8,11232,4,40
8,5464,4,40
8,2380,4,40
8,2940,4,40
8,2212,4,40
8,5268,4,40
8,2964,4,40
8,5964,4,40
8,2200,4,40
8,6972,4,40
8,5612,4,40
8,6516,4,40
8,2628,4,40
8,6276,4,40
8,2904,4,40
8,5752,4,40
8,13496,4,40
8,10408,4,40
8,2308,4,40
8,7716,4,40
8,11300,4,40
8,14400,4,40
8,11116,4,40
8,6748,4,40
8,3008,4,40
8,6832,4,40
8,6944,4,40
8,6648,4,40
8,6536,4,40
8,4896,4,40
8,5760,4,40
8,10724,4,40
8,2876,4,40
8,6736,4,40
8,6596,4,40
8,2324,4,40
8,1396,4,40
8,6308,4,40
8,5816,4,40
8,13508,4,40
8,6676,4,40
8,6568,4,40
8,6532,4,40
8,3260,5,50
8,5840,5,50
8,9856,4,40
8,2856,5,50
8,9960,5,50
8,4972,5,50
8,2532,5,50
8,6848,5,50
8,5932,5,50
8,4096,5,50
8,2908,5,50
8,11344,5,50
8,6208,5,50
8,13252,5,50
8,2884,5,50
8,9660,5,50
8,2888,5,50
8,2936,5,50
8,9636,5,50
8,3160,5,50
8,6516,5,50
8,6444,5,50
8,6796,5,50
8,6576,5,50
8,4724,5,50
8,5148,5,50
8,14532,5,50
8,6660,5,50
8,9980,5,50
8,6696,5,50
8,3192,5,50
8,4976,5,50
8,6320,5,50
8,9924,5,50
8,6132,5,50
8,2900,5,50
8,5032,5,50
8,6564,5,50
8,5808,5,50
8,5984,5,50
8,4980,5,50
8,5152,5,50
8,6512,5,50
8,6528,5,50
8,2212,5,50
8,14560,5,50
8,6020,5,50
8,11392,5,50
8,6020,5,50
8,4348,5,50
8,11632,5,50
8,3364,5,50
8,6776,5,50
8,5124,5,50
8,5020,5,50
8,4976,5,50
8,6756,5,50
8,6656,5,50
8,6396,5,50
8,5960,5,50
8,7012,5,50
8,6780,5,50
8,7044,5,50
8,4844,5,50
8,2828,5,50
8,6096,5,50
8,5204,5,50
8,4392,5,50
8,1152,5,50
8,6160,5,50
8,6496,5,50
8,13296,5,50
8,4936,5,50
8,5048,5,50
8,6648,5,50
8,10880,5,50
8,4380,5,50
8,7260,5,50
8,11492,5,50
8,6180,5,50
8,4692,6,70
8,9848,5,50
8,5864,6,70
8,6412,6,70
8,5896,6,70
8,3300,6,70
8,11764,6,70
8,6124,6,70
8,6824,6,70
8,6500,6,70
8,6484,6,70
8,2744,6,70
8,8784,6,70
8,11728,6,70
8,4252,6,70
8,1032,6,70
8,2252,6,70
8,1184,6,70
8,3116,6,70
8,4896,6,70
8,11712,6,70
8,2056,6,70
8,6328,6,70
8,3160,6,70
8,2744,6,70
8,13136,6,70
8,472,6,70
8,5680,6,70
8,15192,6,70
8,4976,6,70
8,4732,6,70
8,6848,6,70
8,9952,6,70
8,2184,6,70
8,6724,6,70
8,2792,6,70
8,4960,6,70
8,4996,6,70
8,6880,6,70
8,13624,6,70
8,2224,6,70
8,4252,6,70
8,6676,6,70
8,6664,6,70
8,520,6,70
8,6772,6,70
8,5836,6,70
8,12896,6,70
8,9896,6,70
8,5104,6,70
8,6144,6,70
8,2908,6,70
8,3016,6,70
8,7004,6,70
8,5208,6,70
8,5884,6,70
8,5680,6,70
8,6608,6,70
8,2516,6,70
8,2604,6,70
8,6568,6,70
8,4332,6,70
8,2684,6,70
8,4976,6,70
8,5948,6,70
8,5744,6,70
8,13016,6,70
8,6496,6,70
8,11648,6,70
8,1240,6,70
8,4424,6,70
8,9696,6,70
8,2964,6,70
8,2772,6,70
8,6664,6,70
8,10632,6,70
8,2848,6,70
8,9196,6,70
8,6464,6,70
8,2844,6,70
8,2944,6,70
8,6284,6,70
8,6600,6,70
8,6588,6,70
8,448,6,70
8,6092,6,70
8,5580,6,70
8,9792,6,70
8,1564,6,70
8,5020,6,70
8,6004,6,70
8,5732,6,70
8,1080,7,80
8,5748,6,70
8,5144,6,70
8,2936,7,80
8,3168,7,80
8,4996,7,80
8,4800,7,80
8,2848,7,80
8,5040,7,80
8,2992,7,80
8,4528,7,80
8,1880,7,80
8,680,7,80
8,2932,7,80
8,4312,7,80
8,10628,7,80
8,2192,7,80
8,10828,7,80
8,3300,7,80
8,6100,7,80
8,1084,7,80
8,2836,7,80
8,6536,7,80
8,5052,7,80
8,6356,7,80
8,5700,7,80
8,1848,7,80
8,5004,7,80
8,6004,7,80
8,5856,7,80
8,6280,7,80
8,744,7,80
8,1208,7,80
8,2872,7,80
8,4576,7,80
8,2712,7,80
8,2160,7,80
8,1560,7,80
8,4500,7,80
8,4740,7,80
8,2484,7,80
8,2916,7,80
8,2732,7,80
8,4832,7,80
8,4996,7,80
8,2604,7,80
8,4756,7,80
8,1212,7,80
8,1272,7,80
8,5432,7,80
8,6056,7,80
8,2728,7,80
8,4920,7,80
8,476,7,80
8,5648,7,80
8,1944,7,80
8,4152,7,80
8,2352,7,80
8,1260,7,80
8,6732,7,80
8,2828,7,80
8,13384,7,80
8,5500,7,80
8,2828,7,80
8,6508,7,80
8,4240,7,80
8,6104,7,80
8,2304,7,80
8,2812,7,80
8,4924,7,80
8,2712,7,80
8,6152,7,80
8,6116,7,80
8,6876,7,80
8,3592,7,80
8,3276,7,80
8,5876,7,80
8,888,7,80
8,2776,7,80
8,2328,8,100
8,2972,7,80
8,6840,7,80
8,2220,8,100
8,496,8,100
8,960,8,100
8,2700,8,100
8,1312,8,100
8,1384,8,100
8,7308,8,100
8,4360,8,100
8,4772,8,100
8,1540,8,100
8,4684,8,100
8,1048,8,100
8,2920,8,100
8,1276,8,100
8,4100,8,100
8,1160,8,100
8,2824,8,100
8,912,8,100
8,1172,8,100
8,536,8,100
8,2548,8,100
8,2236,8,100
8,2712,8,100
8,2152,8,100
8,2148,8,100
8,1976,8,100
8,1988,8,100
8,2440,8,100
8,1204,8,100
8,1048,8,100
8,2968,8,100
8,804,8,100
8,492,8,100
8,480,8,100
8,3048,8,100
8,1024,8,100
8,1016,8,100
8,504,8,100
8,2940,8,100
8,2584,8,100
8,4284,8,100
8,1096,8,100
8,2388,8,100
8,604,8,100
8,2400,8,100
8,4684,8,100
8,4560,8,100
8,1208,8,100
8,440,8,100
8,2012,8,100
8,2532,8,100
8,1140,8,100
8,2292,8,100
8,3036,8,100
8,4316,8,100
8,364,8,100
8,2720,8,100
8,620,8,100
8,2588,8,100
8,276,8,100
8,2040,8,100
8,3124,8,100
8,3132,8,100
8,484,8,100
8,1404,8,100
8,2148,8,100
8,1288,8,100
8,6652,8,100
8,1264,8,100
8,1612,8,100
8,4204,8,100
8,5776,8,100
8,2456,8,100
8,3220,8,100
8,1944,8,100
8,1996,8,100
8,984,8,100
8,4292,8,100
8,2896,8,100
8,1260,8,100
8,1292,8,100
8,1180,8,100
8,2888,8,100
8,2356,8,100
16,2776,0,0
16,6492,0,0
16,6584,0,0
16,9256,0,0
16,5372,0,0
16,5868,0,0
16,4652,0,0
16,14140,0,0
16,6816,0,0
16,6016,0,0
16,11384,0,0
16,15072,0,0
16,2792,0,0
16,2804,0,0
16,13512,0,0
16,13168,0,0
16,7032,0,0
16,24012,0,0
16,2544,0,0
16,6544,0,0
16,13324,0,0
16,6528,0,0
16,14788,0,0
16,6360,0,0
16,6020,0,0
16,14772,0,0
16,14828,0,0
16,6576,0,0
16,15112,0,0
16,14904,0,0
16,13800,0,0
16,4752,0,0
16,14460,0,0
16,5112,0,0
16,6624,0,0
16,12024,0,0
16,6248,0,0
16,2824,0,0
16,28896,0,0
16,6588,0,0
16,4972,0,0
16,6724,0,0
16,11672,0,0
16,11436,0,0
16,3000,0,0
16,6372,0,0
16,10100,0,0
16,14752,0,0
16,14480,0,0
16,15540,0,0
16,11244,0,0
16,11684,0,0
16,6556,0,0
16,12852,0,0
16,13604,0,0
16,14972,0,0
16,15184,0,0
16,25848,0,0
16,12036,0,0
16,6576,0,0
16,6708,0,0
16,6672,0,0
16,14424,0,0
16,11512,0,0
16,14888,0,0
16,14636,0,0
16,6704,0,0
16,21640,0,0
16,4924,0,0
16,6644,0,0
16,11600,0,0
16,7292,0,0
16,15076,0,0
16,12076,0,0
16,5868,0,0
16,5360,0,0
16,13160,0,0
16,2780,0,0
16,6992,0,0
16,21792,0,0
16,5084,0,0
16,24616,0,0
16,24464,0,0
16,11124,0,0
16,2668,0,0
16,14928,0,0
16,15300,0,0
16,14896,0,0
16,15280,0,0
16,13560,0,0
16,3560,3,10
16,4420,3,10
16,5080,3,10
16,3100,3,10
16,3104,3,10
16,6812,3,10
16,6720,3,10
16,2952,3,10
16,5972,3,10
16,6524,3,10
16,5020,3,10
16,2872,3,10
16,6904,3,10
16,2804,3,10
16,5072,3,10
16,10104,3,10
16,3076,3,10
16,2828,3,10
16,6652,3,10
16,6480,3,10
16,6028,3,10
16,6676,3,10
16,3352,3,10
16,6392,3,10
16,11388,3,10
16,3096,3,10
16,9972,3,10
16,6084,3,10
16,5992,3,10
16,6220,3,10
16,13692,3,10
16,11648,3,10
16,5668,3,10
16,5316,3,10
16,6344,3,10
16,6648,3,10
16,6952,3,10
16,3428,3,10
16,3124,3,10
16,6064,3,10
16,4280,3,10
16,7224,3,10
16,6420,3,10
16,9876,3,10
16,6560,3,10
16,6568,3,10
16,11380,3,10
16,11796,3,10
16,5092,3,10
16,13528,3,10
16,2764,3,10
16,9104,3,10
16,11296,3,10
16,9752,3,10
16,15048,3,10
16,6576,3,10
16,2932,3,10
16,11576,3,10
16,6404,3,10
16,2220,3,10
16,11288,3,10
16,7076,3,10
16,2972,3,10
16,6552,3,10
16,6192,3,10
16,6752,3,10
16,4720,3,10
16,5960,3,10
16,10900,3,10
16,5104,3,10
16,6548,3,10
16,14384,3,10
16,13364,3,10
16,6492,3,10
16,6400,3,10
16,4944,3,10
16,2644,3,10
16,6040,3,10
16,6844,3,10
16,6728,3,10
16,9984,3,10
16,9148,3,10
16,5044,3,10
16,5232,3,10
16,2904,3,10
16,3036,3,10
16,3940,3,10
16,6664,3,10
16,5988,3,10
16,6824,4,20
16,6560,4,20
16,6452,3,10
16,3084,4,20
16,14960,4,20
16,11460,4,20
16,12696,4,20
16,11408,4,20
16,13552,4,20
16,6840,4,20
16,3168,4,20
16,2912,4,20
16,13676,4,20
16,6692,4,20
16,10020,4,20
16,11628,4,20
16,3240,4,20
16,6584,4,20
16,6036,4,20
16,3056,4,20
16,6648,4,20
16,3156,4,20
16,11328,4,20
16,7072,4,20
16,7200,4,20
16,6244,4,20
16,6640,4,20
16,15196,4,20
16,6040,4,20
16,6676,4,20
16,6812,4,20
16,6916,4,20
16,10808,4,20
16,6528,4,20
16,7008,4,20
16,6808,4,20
16,9716,4,20
16,6572,4,20
16,3220,4,20
16,5884,4,20
16,2960,4,20
16,3124,4,20
16,10112,4,20
16,9736,4,20
16,5016,4,20
16,2824,4,20
16,11440,4,20
16,6696,4,20
16,5044,4,20
16,6544,4,20
16,4880,4,20
16,3136,4,20
16,6824,4,20
16,5104,4,20
16,3012,4,20
16,2088,4,20
16,7004,4,20
16,11336,4,20
16,6572,4,20
16,7512,4,20
16,3000,4,20
16,14452,4,20
16,5616,4,20
16,6480,4,20
16,3164,4,20
16,5244,4,20
16,6724,4,20
16,6704,4,20
16,11180,4,20
16,5936,4,20
16,3488,4,20
16,8284,4,20
16,11716,4,20
16,1424,4,20
16,2536,4,20
16,11544,4,20
16,11376,4,20
16,3220,4,20
16,2312,4,20
16,5884,4,20
16,6600,4,20
16,6664,4,20
16,6440,4,20
16,6620,4,20
16,11472,4,20
16,9844,4,20
16,5304,4,20
16,7336,4,20
16,6392,4,20
16,6660,4,20
16,2832,5,30
16,6668,4,20
16,6676,5,30
16,5044,5,30
16,6484,5,30
16,10980,5,30
16,5096,5,30
16,2772,5,30
16,5900,5,30
16,4356,5,30
16,13684,5,30
16,11304,5,30
16,5888,5,30
16,6344,5,30
16,13544,5,30
16,6588,5,30
16,7168,5,30
16,3340,5,30
16,6888,5,30
16,6836,5,30
16,6864,5,30
16,3048,5,30
16,3396,5,30
16,10984,5,30
16,6892,5,30
16,6648,5,30
16,5020,5,30
16,14904,5,30
16,2636,5,30
16,6844,5,30
16,6036,5,30
16,4956,5,30
16,5988,5,30
16,6616,5,30
16,11312,5,30
16,6756,5,30
16,7028,5,30
16,6664,5,30
16,9932,5,30
16,5972,5,30
16,15412,5,30
16,6968,5,30
16,2844,5,30
16,6592,5,30
16,6664,5,30
16,4932,5,30
16,3068,5,30
16,6644,5,30
16,11532,5,30
16,14544,5,30
16,6600,5,30
16,2664,5,30
16,6828,5,30
16,11920,5,30
16,6864,5,30
16,11116,5,30
16,5444,5,30
16,11444,5,30
16,11380,5,30
16,6620,5,30
16,6520,5,30
16,13572,5,30
16,5160,5,30
16,7136,5,30
16,6680,5,30
16,1444,5,30
16,6720,5,30
16,6468,5,30
16,5044,5,30
16,11452,5,30
16,5876,5,30
16,5996,5,30
16,13472,5,30
16,13836,5,30
16,10012,5,30
16,6748,5,30
16,4904,5,30
16,2932,5,30
16,9740,5,30
16,6876,5,30
16,13452,5,30
16,11788,5,30
16,10768,5,30
16,10312,5,30
16,13136,5,30
16,7236,5,30
16,6480,5,30
16,6196,5,30
16,6624,5,30
16,15184,5,30
16,6548,5,30
16,2932,5,30
16,6248,5,30
16,9780,5,30
16,3140,7,40
16,6416,5,30
16,10488,5,30
16,6528,7,40
16,2916,7,40
16,11136,7,40
16,15180,7,40
16,11536,7,40
16,8520,7,40
16,15364,7,40
16,6316,7,40
16,13284,7,40
16,6136,7,40
16,11164,7,40
16,3144,7,40
16,6488,7,40
16,4960,7,40
16,6320,7,40
16,10072,7,40
16,6100,7,40
16,6536,7,40
16,6896,7,40
16,11352,7,40
16,2800,7,40
16,14904,7,40
16,13348,7,40
16,5928,7,40
16,6092,7,40
16,12112,7,40
16,5924,7,40
16,6976,7,40
16,14892,7,40
16,5612,7,40
16,11492,7,40
16,2204,7,40
16,7284,7,40
16,6568,7,40
16,5272,7,40
16,13232,7,40
16,6404,7,40
16,2836,7,40
16,4984,7,40
16,6400,7,40
16,3244,7,40
16,6584,7,40
16,7568,7,40
16,6488,7,40
16,7148,7,40
16,6496,7,40
16,1352,7,40
16,24152,7,40
16,10684,7,40
16,6692,7,40
16,13508,7,40
16,11392,7,40
16,6840,7,40
16,5008,7,40
16,14260,7,40
16,5976,7,40
16,6588,7,40
16,11376,7,40
16,6704,7,40
16,6864,7,40
16,6708,7,40
16,14572,7,40
16,11372,7,40
16,14828,7,40
16,13456,7,40
16,15064,7,40
16,6484,7,40
16,11648,7,40
16,11592,7,40
16,6544,7,40
16,4972,7,40
16,2860,7,40
16,14928,7,40
16,13620,7,40
16,6532,7,40
16,6336,7,40
16,11684,7,40
16,20716,7,40
16,7304,7,40
16,15428,7,40
16,6132,7,40
16,2996,7,40
16,14512,7,40
16,14900,7,40
16,10576,7,40
16,11368,7,40
16,11368,7,40
16,11364,7,40
16,15436,7,40
16,11320,7,40
16,6380,7,40
16,11484,7,40
16,11620,7,40
16,6824,9,50
16,15112,7,40
16,14244,9,50
16,6904,9,50
16,14828,9,50
16,11228,9,50
16,13532,9,50
16,11336,9,50
16,11488,9,50
16,15344,9,50
16,11420,9,50
16,5880,9,50
16,2944,9,50
16,3076,9,50
16,6124,9,50
16,5988,9,50
16,6176,9,50
16,12948,9,50
16,7320,9,50
16,10752,9,50
16,11412,9,50
16,2836,9,50
16,6712,9,50
16,12908,9,50
16,6556,9,50
16,15452,9,50
16,6440,9,50
16,11396,9,50
16,11800,9,50
16,11580,9,50
16,13476,9,50
16,6032,9,50
16,6516,9,50
16,15140,9,50
16,10932,9,50
16,11556,9,50
16,15084,9,50
16,2864,9,50
16,6600,9,50
16,5340,9,50
16,3044,9,50
16,11352,9,50
16,11312,9,50
16,6848,9,50
16,7244,9,50
16,5332,9,50
16,12272,9,50
16,6324,9,50
16,6652,9,50
16,14612,9,50
16,7284,9,50
16,1316,9,50
16,6856,9,50
16,14620,9,50
16,13308,9,50
16,2560,9,50
16,6056,9,50
16,6588,9,50
16,6676,9,50
16,14652,9,50
16,10168,9,50
16,11384,9,50
16,12792,9,50
16,2856,9,50
16,5872,9,50
16,2900,9,50
16,11304,9,50
16,928,9,50
16,13288,9,50
16,12908,9,50
16,11104,9,50
16,4964,9,50
16,6892,9,50
16,10056,9,50
16,5076,9,50
16,6492,9,50
16,3060,9,50
16,6684,9,50
16,9748,9,50
16,13104,9,50
16,5060,9,50
16,6476,9,50
16,6708,9,50
16,5856,9,50
16,2852,9,50
16,11272,9,50
16,15152,9,50
16,11372,9,50
16,6648,9,50
16,14864,9,50
16,7328,9,50
16,11392,9,50
16,6588,10,60
16,15180,10,60
16,14280,10,60
16,6556,10,60
16,6476,10,60
16,6388,10,60
16,6732,10,60
16,13452,10,60
16,14428,10,60
16,11240,10,60
16,11356,10,60
16,6656,10,60
16,6264,10,60
16,9164,10,60
16,9948,10,60
16,7304,10,60
16,2720,10,60
16,3988,10,60
16,6636,10,60
16,6524,10,60
16,3020,10,60
16,6672,10,60
16,11684,10,60
16,4324,10,60
16,6764,10,60
16,14504,10,60
16,6568,10,60
16,5608,10,60
16,6824,10,60
16,6560,10,60
16,2792,10,60
16,5188,10,60
16,5836,10,60
16,6740,10,60
16,11292,10,60
16,6732,10,60
16,6712,10,60
16,25592,10,60
16,4804,10,60
16,6568,10,60
16,1432,10,60
16,3076,10,60
16,25404,10,60
16,6696,10,60
16,13496,10,60
16,11156,10,60
16,14840,10,60
16,6292,10,60
16,2516,10,60
16,884,10,60
16,14356,10,60
16,2848,10,60
16,13496,10,60
16,13644,10,60
16,15008,10,60
16,6500,10,60
16,13548,10,60
16,14504,10,60
16,6576,10,60
16,9316,10,60
16,2776,10,60
16,11704,10,60
16,11272,10,60
16,6812,10,60
16,7276,10,60
16,6584,10,60
16,860,10,60
16,5948,10,60
16,13512,10,60
16,6820,10,60
16,13480,10,60
16,5860,10,60
16,4984,10,60
16,13340,10,60
16,2860,10,60
16,5992,10,60
16,6868,10,60
16,6660,10,60
16,13764,10,60
16,6472,10,60
16,2848,10,60
16,11140,10,60
16,6632,10,60
16,6132,10,60
16,11500,10,60
16,13404,10,60
16,13516,10,60
16,6244,10,60
16,6352,10,60
16,9788,10,60
16,6940,11,70
16,11840,11,70
16,2480,11,70
16,11264,11,70
16,6784,11,70
16,8848,11,70
16,4868,11,70
16,6492,11,70
16,6740,11,70
16,6668,11,70
16,6616,11,70
16,6808,11,70
16,13468,11,70
16,2252,11,70
16,12832,11,70
16,5776,11,70
16,11444,11,70
16,6596,11,70
16,6196,11,70
16,4780,11,70
16,5020,11,70
16,5220,11,70
16,2772,11,70
16,5972,11,70
16,2904,11,70
16,1156,11,70
16,11760,11,70
16,11372,11,70
16,13240,11,70
16,9732,11,70
16,12240,11,70
16,6172,11,70
16,2112,11,70
16,6488,11,70
16,13532,11,70
16,12736,11,70
16,6744,11,70
16,2852,11,70
16,4984,11,70
16,11416,11,70
16,9816,11,70
16,11068,11,70
16,6128,11,70
16,11752,11,70
16,9760,11,70
16,2932,11,70
16,11588,11,70
16,5028,11,70
16,12828,11,70
16,11364,11,70
16,14804,11,70
16,6876,11,70
16,1156,11,70
16,6288,11,70
16,11692,11,70
16,5104,11,70
16,13584,11,70
16,10696,11,70
16,6620,11,70
16,6716,11,70
16,12760,11,70
16,9584,11,70
16,6584,11,70
16,13500,11,70
16,13976,11,70
16,11188,11,70
16,4680,11,70
16,11444,11,70
16,14512,11,70
16,5920,11,70
16,11392,11,70
16,9884,11,70
16,9796,11,70
16,6336,11,70
16,5752,11,70
16,9788,11,70
16,13376,11,70
16,5856,11,70
16,7212,11,70
16,11580,11,70
16,15096,11,70
16,5056,11,70
16,6244,11,70
16,7180,11,70
16,4932,11,70
16,12104,11,70
16,15452,11,70
16,5880,11,70
16,6616,13,80
16,10428,13,80
16,6976,13,80
16,1320,13,80
16,6912,13,80
16,6416,13,80
16,10692,13,80
16,6696,13,80
16,6224,13,80
16,5528,13,80
16,6308,13,80
16,6632,13,80
16,5200,13,80
16,660,13,80
16,6420,13,80
16,13976,13,80
16,2740,13,80
16,13160,13,80
16,6612,13,80
16,11240,13,80
16,11744,13,80
16,3972,13,80
16,12256,13,80
16,6456,13,80
16,6556,13,80
16,6536,13,80
16,6660,13,80
16,6324,13,80
16,9696,13,80
16,7148,13,80
16,6260,13,80
16,1128,13,80
16,5760,13,80
16,2540,13,80
16,5880,13,80
16,6580,13,80
16,2672,13,80
16,4828,13,80
16,4860,13,80
16,2920,13,80
16,6392,13,80
16,6640,13,80
16,6724,13,80
16,4928,13,80
16,15120,13,80
16,2224,13,80
16,5848,13,80
16,14544,13,80
16,14512,13,80
16,1076,13,80
16,6548,13,80
16,2848,13,80
16,1220,13,80
16,15128,13,80
16,6592,13,80
16,4624,13,80
16,6544,13,80
16,9624,13,80
16,6692,13,80
16,6832,13,80
16,5884,13,80
16,2964,13,80
16,5440,13,80
16,4324,13,80
16,1960,13,80
16,4836,13,80
16,11580,13,80
16,4732,13,80
16,13496,13,80
16,13592,13,80
16,5044,13,80
16,15032,13,80
16,11356,13,80
16,2760,13,80
16,5048,13,80
16,3944,13,80
16,1196,13,80
16,12312,13,80
16,1268,13,80
16,6652,13,80
16,2120,13,80
16,2764,13,80
16,2772,13,80
16,8752,13,80
16,3200,13,80
16,3044,13,80
16,2116,13,80
16,6024,13,80
16,5960,13,80
16,2724,13,80
16,21900,13,80
16,2876,13,80
16,7252,13,80
16,7212,13,80
16,1276,15,90
16,6568,15,90
16,2564,15,90
16,2064,15,90
16,9976,15,90
16,1928,15,90
16,2268,15,90
16,6316,15,90
16,2200,15,90
16,2812,15,90
16,9028,15,90
16,2784,15,90
16,2684,15,90
16,2124,15,90
16,2176,15,90
16,820,15,90
16,2840,15,90
16,11148,15,90
16,5772,15,90
16,9540,15,90
16,2968,15,90
16,1820,15,90
16,6604,15,90
16,6228,15,90
16,1748,15,90
16,2108,15,90
16,2816,15,90
16,1040,15,90
16,1260,15,90
16,880,15,90
16,776,15,90
16,964,15,90
16,1256,15,90
16,9132,15,90
16,6456,15,90
16,4500,15,90
16,5900,15,90
16,1176,15,90
16,1956,15,90
16,1012,15,90
16,5748,15,90
16,4376,15,90
16,5000,15,90
16,2172,15,90
16,2108,15,90
16,3076,15,90
16,2988,15,90
16,1800,15,90
16,2204,15,90
16,5844,15,90
16,9700,15,90
16,1224,15,90
16,4864,15,90
16,1592,15,90
16,4960,15,90
16,2736,15,90
16,6352,15,90
16,976,15,90
16,1912,15,90
16,1156,15,90
16,2596,15,90
16,4356,15,90
16,1076,15,90
16,6688,15,90
16,10264,15,90
16,2924,15,90
16,2672,15,90
16,3012,15,90
16,5648,15,90
16,564,15,90
16,2492,15,90
16,5716,15,90
16,6640,15,90
16,9776,15,90
16,5932,15,90
16,6532,15,90
16,5576,15,90
16,5992,15,90
16,4360,15,90
16,7444,15,90
16,2912,15,90
16,6196,15,90
16,6476,15,90
16,6228,15,90
16,2520,15,90
16,4328,15,90
16,2648,15,90
16,5188,15,90
16,2340,15,90
16,484,15,90
16,5496,15,90
16,536,15,90
16,6288,15,90
16,2480,15,90
16,2820,15,90
16,2676,16,100
16,1312,16,100
16,972,16,100
16,2080,16,100
16,1452,16,100
16,2344,16,100
16,1900,16,100
16,1192,16,100
16,1236,16,100
16,2664,16,100
16,1280,16,100
16,1044,16,100
16,6632,16,100
16,928,16,100
16,2584,16,100
16,4268,16,100
16,6040,16,100
16,2784,16,100
16,2540,16,100
16,1244,16,100
16,2528,16,100
16,2860,16,100
16,2824,16,100
16,1172,16,100
16,2248,16,100
16,4452,16,100
16,2808,16,100
16,1076,16,100
16,584,16,100
16,1960,16,100
16,4908,16,100
16,3320,16,100
16,4396,16,100
16,4736,16,100
16,4364,16,100
16,2840,16,100
16,628,16,100
16,2832,16,100
16,1260,16,100
16,1252,16,100
16,2836,16,100
16,1704,16,100
16,988,16,100
16,2756,16,100
16,492,16,100
16,396,16,100
16,336,16,100
16,4784,16,100
16,976,16,100
16,2260,16,100
16,1868,16,100
16,2820,16,100
16,2660,16,100
16,2348,16,100
16,2600,16,100
16,1384,16,100
16,2392,16,100
16,520,16,100
16,1276,16,100
16,3496,16,100
16,2864,16,100
16,1160,16,100
16,2040,16,100
16,2148,16,100
16,1008,16,100
16,540,16,100
16,620,16,100
16,2684,16,100
16,1392,16,100
16,1256,16,100
16,2524,16,100
16,1556,16,100
16,3184,16,100
16,2828,16,100
16,1172,16,100
16,2280,16,100
16,2428,16,100
16,2616,16,100
16,536,16,100
16,1808,16,100
16,2256,16,100
16,1872,16,100
16,536,16,100
16,1380,16,100
16,628,16,100
16,3132,16,100
16,1236,16,100
16,2364,16,100
16,388,16,100
16,3804,16,100
16,2892,16,100
16,968,16,100
16,6592,16,100
16,1944,16,100
16,1248,16,100
16,6116,16,100
32,11008,0,0
32,15668,0,0
32,14956,0,0
32,15468,0,0
32,14844,0,0
32,31864,0,0
32,14520,0,0
32,22060,0,0
32,14348,0,0
32,6460,0,0
32,11372,0,0
32,6808,0,0
32,15384,0,0
32,15160,0,0
32,13544,0,0
32,15260,0,0
32,15112,0,0
32,14960,0,0
32,25252,0,0
32,21972,0,0
32,30560,0,0
32,25676,0,0
32,5856,0,0
32,11600,0,0
32,15212,0,0
32,6624,0,0
32,11932,0,0
32,25684,0,0
32,15100,0,0
32,30508,0,0
32,15032,0,0
32,30424,0,0
32,10412,0,0
32,33880,0,0
32,25780,0,0
32,15092,0,0
32,25800,0,0
32,9908,0,0
32,14696,0,0
32,13588,0,0
32,6556,0,0
32,15220,0,0
32,14440,0,0
32,10072,0,0
32,6932,0,0
32,14428,0,0
32,27984,0,0
32,12188,0,0
32,24968,0,0
32,21608,0,0
32,13384,0,0
32,25420,0,0
32,15160,0,0
32,2896,0,0
32,15024,0,0
32,5932,0,0
32,14084,0,0
32,32944,0,0
32,15096,0,0
32,25716,0,0
32,15048,0,0
32,9632,0,0
32,15140,0,0
32,13948,0,0
32,24028,0,0
32,25664,0,0
32,11652,0,0
32,11236,0,0
32,9132,0,0
32,12868,0,0
32,13268,0,0
32,32656,0,0
32,24516,0,0
32,11040,0,0
32,15452,0,0
32,9752,0,0
32,14544,0,0
32,13500,0,0
32,14832,0,0
32,24012,0,0
32,15376,0,0
32,16024,0,0
32,11980,0,0
32,14996,0,0
32,25688,0,0
32,15320,0,0
32,15340,0,0
32,13372,0,0
32,14504,0,0
32,25884,0,0
32,7000,0,0
32,13464,0,0
32,6528,0,0
32,28804,0,0
32,6652,0,0
32,12980,0,0
32,30400,0,0
32,7240,0,0
32,9928,0,0
32,25640,0,0
32,25820,0,0
32,6524,0,0
32,6536,4,10
32,5024,4,10
16,6256,15,90
32,7168,4,10
32,11340,4,10
32,7672,4,10
32,5052,4,10
32,6392,4,10
32,9752,4,10
